date,IMOS_adj_close,IMOS_cashflow,IMOS_cml_units,IMOS_cml_cost,IMOS_gain_loss,IMOS_avg_price,IMOS_mktvalue,AIHS_adj_close,AIHS_cashflow,AIHS_cml_units,AIHS_cml_cost,AIHS_gain_loss,AIHS_avg_price,AIHS_mktvalue,JHB_adj_close,JHB_cashflow,JHB_cml_units,JHB_cml_cost,JHB_gain_loss,JHB_avg_price,JHB_mktvalue,VERB_adj_close,VERB_cashflow,VERB_cml_units,VERB_cml_cost,VERB_gain_loss,VERB_avg_price,VERB_mktvalue,CHUC_adj_close,CHUC_cashflow,CHUC_cml_units,CHUC_cml_cost,CHUC_gain_loss,CHUC_avg_price,CHUC_mktvalue,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,MLFB_adj_close,MLFB_cashflow,MLFB_cml_units,MLFB_cml_cost,MLFB_gain_loss,MLFB_avg_price,MLFB_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,UAVS_adj_close,UAVS_cashflow,UAVS_cml_units,UAVS_cml_cost,UAVS_gain_loss,UAVS_avg_price,UAVS_mktvalue,LOMA_adj_close,LOMA_cashflow,LOMA_cml_units,LOMA_cml_cost,LOMA_gain_loss,LOMA_avg_price,LOMA_mktvalue,GURE_adj_close,GURE_cashflow,GURE_cml_units,GURE_cml_cost,GURE_gain_loss,GURE_avg_price,GURE_mktvalue,ABQQ_adj_close,ABQQ_cashflow,ABQQ_cml_units,ABQQ_cml_cost,ABQQ_gain_loss,ABQQ_avg_price,ABQQ_mktvalue,AREB_adj_close,AREB_cashflow,AREB_cml_units,AREB_cml_cost,AREB_gain_loss,AREB_avg_price,AREB_mktvalue,BOXS_adj_close,BOXS_cashflow,BOXS_cml_units,BOXS_cml_cost,BOXS_gain_loss,BOXS_avg_price,BOXS_mktvalue,LCHD_adj_close,LCHD_cashflow,LCHD_cml_units,LCHD_cml_cost,LCHD_gain_loss,LCHD_avg_price,LCHD_mktvalue,PGTK_adj_close,PGTK_cashflow,PGTK_cml_units,PGTK_cml_cost,PGTK_gain_loss,PGTK_avg_price,PGTK_mktvalue
2020-01-16,21.253,0.0,0.0,0.0,0.0,,0.0,0.67,-5000.0,7092.199,5000.0,0.0,0.705,4753.901,9.466,0.0,0.0,0.0,0.0,,0.0,1.51,-5000.0,2958.58,5000.0,0.0,1.69,4467.455,0.22,-5000.0,2777777.825,5000.0,0.0,0.002,611111.118,0.35,-5000.0,14285.715,5000.0,0.0,0.35,5000.0,0.012,-5000.0,450044.992,5000.0,0.0,0.011,5400.54,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,0.57,0.0,0.0,0.0,0.0,,0.0,6.744,-5000.0,695.677,5000.0,0.0,7.187,4691.601,3.3,-5000.0,1923.077,5000.0,0.0,2.6,6346.154,10.0,0.0,0.0,0.0,0.0,,0.0,0.22,-5000.0,17543.86,5000.0,0.0,0.285,3859.649,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.25,-5000.0,1694.915,5000.0,0.0,2.95,5508.474
2020-01-17,21.414,0.0,0.0,0.0,0.0,,0.0,0.69,-5000.0,7092.199,5000.0,0.0,0.705,4892.199,9.485,0.0,0.0,0.0,0.0,,0.0,1.44,-5000.0,2958.58,5000.0,0.0,1.69,4260.355,0.24,-5000.0,2777777.825,5000.0,0.0,0.002,666666.663,0.45,-5000.0,14285.715,5000.0,0.0,0.35,6428.571,0.011,-5000.0,450044.992,5000.0,0.0,0.011,4950.495,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,0.59,0.0,0.0,0.0,0.0,,0.0,6.914,-5000.0,695.677,5000.0,0.0,7.187,4809.711,3.35,-5000.0,1923.077,5000.0,0.0,2.6,6442.308,10.0,0.0,0.0,0.0,0.0,,0.0,0.22,-5000.0,17543.86,5000.0,0.0,0.285,3859.649,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,-5000.0,1694.915,5000.0,0.0,2.95,5084.746
2020-01-21,20.827,0.0,0.0,0.0,0.0,,0.0,0.67,-5000.0,7092.199,5000.0,0.0,0.705,4751.773,9.447,0.0,0.0,0.0,0.0,,0.0,1.48,-5000.0,2958.58,5000.0,0.0,1.69,4378.698,0.22,-5000.0,2777777.825,5000.0,0.0,0.002,611111.118,0.5,-5000.0,14285.715,5000.0,0.0,0.35,7142.857,0.013,-5000.0,450044.992,5000.0,0.0,0.011,5850.585,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,0.599,0.0,0.0,0.0,0.0,,0.0,6.876,-5000.0,695.677,5000.0,0.0,7.187,4783.465,3.3,-5000.0,1923.077,5000.0,0.0,2.6,6346.154,10.0,-5000.0,500.0,5000.0,0.0,10.0,5000.0,0.22,-5000.0,17543.86,5000.0,0.0,0.285,3859.649,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.76,-5000.0,1694.915,5000.0,0.0,2.95,4677.966
2020-01-22,20.931,0.0,0.0,0.0,0.0,,0.0,0.635,-5000.0,7092.199,5000.0,0.0,0.705,4504.255,9.466,0.0,0.0,0.0,0.0,,0.0,1.5,-10000.0,3333.333,5000.0,-562.02,1.5,5000.0,0.224,-5000.0,2777777.825,5000.0,0.0,0.002,622222.252,0.51,-5000.0,14285.715,5000.0,0.0,0.35,7285.714,0.009,-5000.0,450044.992,5000.0,0.0,0.011,3933.393,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,0.72,0.0,0.0,0.0,0.0,,0.0,6.857,-5000.0,695.677,5000.0,0.0,7.187,4770.341,3.35,-5000.0,1923.077,5000.0,0.0,2.6,6442.308,10.3,-5000.0,500.0,5000.0,0.0,10.0,5150.0,0.25,-5000.0,17543.86,5000.0,0.0,0.285,4384.211,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.8,-5000.0,1694.915,5000.0,0.0,2.95,4745.763
2020-01-23,20.713,0.0,0.0,0.0,0.0,,0.0,0.638,-5000.0,7092.199,5000.0,0.0,0.705,4524.823,9.465,0.0,0.0,0.0,0.0,,0.0,1.52,-10000.0,3333.333,5000.0,-562.02,1.5,5066.667,0.24,-5000.0,2777777.825,5000.0,0.0,0.002,666666.663,0.51,-5000.0,14285.715,5000.0,0.0,0.35,7285.714,0.009,-5000.0,450044.992,5000.0,0.0,0.011,3933.393,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,0.655,0.0,0.0,0.0,0.0,,0.0,6.706,-5000.0,695.677,5000.0,0.0,7.187,4665.354,3.4,-5000.0,1923.077,5000.0,0.0,2.6,6538.462,10.3,-5000.0,500.0,5000.0,0.0,10.0,5150.0,0.25,-5000.0,17543.86,5000.0,0.0,0.285,4384.211,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.89,-5000.0,1694.915,5000.0,0.0,2.95,4898.305
2020-01-24,20.571,0.0,0.0,0.0,0.0,,0.0,0.54,-5000.0,7092.199,5000.0,0.0,0.705,3832.624,9.456,0.0,0.0,0.0,0.0,,0.0,1.484,-10000.0,3333.333,5000.0,-562.02,1.5,4945.667,0.24,-5000.0,2777777.825,5000.0,0.0,0.002,666666.663,0.51,-5000.0,14285.715,5000.0,0.0,0.35,7285.714,0.008,-5000.0,450044.992,5000.0,0.0,0.011,3600.36,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,0.589,0.0,0.0,0.0,0.0,,0.0,6.697,-5000.0,695.677,5000.0,0.0,7.187,4658.793,3.55,-5000.0,1923.077,5000.0,0.0,2.6,6826.923,10.3,-5000.0,500.0,5000.0,0.0,10.0,5150.0,0.2,-5000.0,17543.86,5000.0,0.0,0.285,3508.772,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.85,-5000.0,1694.915,5000.0,0.0,2.95,4830.508
2020-01-27,20.05,0.0,0.0,0.0,0.0,,0.0,0.548,-5000.0,7092.199,5000.0,0.0,0.705,3886.525,9.447,0.0,0.0,0.0,0.0,,0.0,1.45,-10000.0,3333.333,5000.0,-562.02,1.5,4833.333,0.22,-5000.0,2777777.825,5000.0,0.0,0.002,611111.118,0.51,-5000.0,14285.715,5000.0,0.0,0.35,7285.714,0.013,-5000.0,450044.992,5000.0,0.0,0.011,5760.576,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,0.561,0.0,0.0,0.0,0.0,,0.0,6.612,-10000.0,756.214,5000.0,-399.873,6.612,5000.0,3.4,-5000.0,1923.077,5000.0,0.0,2.6,6538.462,10.3,-5000.0,500.0,5000.0,0.0,10.0,5150.0,0.234,-5000.0,17543.86,5000.0,0.0,0.285,4109.649,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.85,-5000.0,1694.915,5000.0,0.0,2.95,4830.508
2020-01-28,20.325,0.0,0.0,0.0,0.0,,0.0,0.59,-5000.0,7092.199,5000.0,0.0,0.705,4184.397,9.466,0.0,0.0,0.0,0.0,,0.0,1.41,-10000.0,3333.333,5000.0,-562.02,1.5,4700.0,0.24,-5000.0,2777777.825,5000.0,0.0,0.002,666666.663,0.511,-5000.0,14285.715,5000.0,0.0,0.35,7300.0,0.012,-5000.0,450044.992,5000.0,0.0,0.011,5355.536,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6250.0,0.56,0.0,0.0,0.0,0.0,,0.0,6.81,-10000.0,756.214,5000.0,-399.873,6.612,5149.786,2.9,-5000.0,1923.077,5000.0,0.0,2.6,5576.923,11.0,-5000.0,500.0,5000.0,0.0,10.0,5500.0,0.246,-5000.0,17543.86,5000.0,0.0,0.285,4315.79,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,3.0,-5000.0,1694.915,5000.0,0.0,2.95,5084.746
2020-01-29,20.514,0.0,0.0,0.0,0.0,,0.0,0.592,-5000.0,7092.199,5000.0,0.0,0.705,4196.454,9.456,0.0,0.0,0.0,0.0,,0.0,1.35,-10000.0,3333.333,5000.0,-562.02,1.5,4500.0,0.24,-5000.0,2777777.825,5000.0,0.0,0.002,666666.663,0.511,-5000.0,14285.715,5000.0,0.0,0.35,7300.0,0.01,-5000.0,450044.992,5000.0,0.0,0.011,4725.472,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,0.544,0.0,0.0,0.0,0.0,,0.0,6.536,-10000.0,756.214,5000.0,-399.873,6.612,4942.938,3.15,-5000.0,1923.077,5000.0,0.0,2.6,6057.693,11.0,-5000.0,500.0,5000.0,0.0,10.0,5500.0,0.246,-5000.0,17543.86,5000.0,0.0,0.285,4315.79,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.51,-5000.0,1694.915,5000.0,0.0,2.95,4254.237
2020-01-30,18.839,0.0,0.0,0.0,0.0,,0.0,0.59,-5000.0,7092.199,5000.0,0.0,0.705,4184.397,9.475,0.0,0.0,0.0,0.0,,0.0,1.37,-10000.0,3333.333,5000.0,-562.02,1.5,4566.667,0.23,-5000.0,2777777.825,5000.0,0.0,0.002,638888.911,0.511,-5000.0,14285.715,5000.0,0.0,0.35,7300.0,0.009,-5000.0,450044.992,5000.0,0.0,0.011,3825.383,0.52,-5000.0,12500.0,5000.0,0.0,0.4,6500.0,0.525,0.0,0.0,0.0,0.0,,0.0,6.697,-10000.0,756.214,5000.0,-399.873,6.612,5064.194,2.91,-5000.0,1923.077,5000.0,0.0,2.6,5596.154,11.2,-5000.0,500.0,5000.0,0.0,10.0,5600.0,0.2,-5000.0,17543.86,5000.0,0.0,0.285,3508.772,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,3.3,-5000.0,1694.915,5000.0,0.0,2.95,5593.22
2020-01-31,18.413,0.0,0.0,0.0,0.0,,0.0,0.591,-5000.0,7092.199,5000.0,0.0,0.705,4191.49,9.466,0.0,0.0,0.0,0.0,,0.0,1.37,-10000.0,3333.333,5000.0,-562.02,1.5,4566.667,0.23,-5000.0,2777777.825,5000.0,0.0,0.002,638888.911,0.52,-5000.0,14285.715,5000.0,0.0,0.35,7428.571,0.009,-5000.0,450044.992,5000.0,0.0,0.011,3825.383,0.41,-5000.0,12500.0,5000.0,0.0,0.4,5125.0,0.53,0.0,0.0,0.0,0.0,,0.0,6.508,-10000.0,756.214,5000.0,-399.873,6.612,4921.54,2.85,-5000.0,1923.077,5000.0,0.0,2.6,5480.769,11.2,-5000.0,500.0,5000.0,0.0,10.0,5600.0,0.273,-5000.0,17543.86,5000.0,0.0,0.285,4789.474,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.95,-5000.0,1694.915,5000.0,0.0,2.95,5000.0
2020-02-03,17.949,0.0,0.0,0.0,0.0,,0.0,0.53,-10000.0,9433.963,5000.0,-1241.1,0.53,5000.0,9.475,0.0,0.0,0.0,0.0,,0.0,1.35,-10000.0,3333.333,5000.0,-562.02,1.5,4500.0,0.24,-5000.0,2777777.825,5000.0,0.0,0.002,666666.663,0.52,-5000.0,14285.715,5000.0,0.0,0.35,7428.571,0.013,-5000.0,450044.992,5000.0,0.0,0.011,5850.585,0.41,-5000.0,12500.0,5000.0,0.0,0.4,5125.0,0.501,0.0,0.0,0.0,0.0,,0.0,6.706,-10000.0,756.214,5000.0,-399.873,6.612,5071.327,4.25,-5000.0,1923.077,5000.0,0.0,2.6,8173.077,11.2,-5000.0,500.0,5000.0,0.0,10.0,5600.0,0.273,-5000.0,17543.86,5000.0,0.0,0.285,4789.474,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,3.0,-5000.0,1694.915,5000.0,0.0,2.95,5084.746
2020-02-04,18.678,0.0,0.0,0.0,0.0,,0.0,0.5,-10000.0,9433.963,5000.0,-1241.1,0.53,4716.981,9.469,0.0,0.0,0.0,0.0,,0.0,1.46,-10000.0,3333.333,5000.0,-562.02,1.5,4866.667,0.23,-5000.0,2777777.825,5000.0,0.0,0.002,638888.911,0.52,-5000.0,14285.715,5000.0,0.0,0.35,7428.571,0.017,-5000.0,450044.992,5000.0,0.0,0.011,7871.287,0.49,-5000.0,12500.0,5000.0,0.0,0.4,6125.0,0.505,0.0,0.0,0.0,0.0,,0.0,6.791,-10000.0,756.214,5000.0,-399.873,6.612,5135.521,4.16,-5000.0,1923.077,5000.0,0.0,2.6,8000.0,11.2,-5000.0,500.0,5000.0,0.0,10.0,5600.0,0.273,-5000.0,17543.86,5000.0,0.0,0.285,4789.474,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,3.03,-5000.0,1694.915,5000.0,0.0,2.95,5135.593
2020-02-05,18.697,0.0,0.0,0.0,0.0,,0.0,0.6,-10000.0,9433.963,5000.0,-1241.1,0.53,5660.378,9.494,0.0,0.0,0.0,0.0,,0.0,1.5,-10000.0,3333.333,5000.0,-562.02,1.5,5000.0,0.23,-5000.0,2777777.825,5000.0,0.0,0.002,638888.911,0.796,-5000.0,14285.715,5000.0,0.0,0.35,11371.429,0.014,-5000.0,450044.992,5000.0,0.0,0.011,6219.622,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6250.0,0.49,0.0,0.0,0.0,0.0,,0.0,6.782,-10000.0,756.214,5000.0,-399.873,6.612,5128.388,3.98,-5000.0,1923.077,5000.0,0.0,2.6,7653.846,11.2,-5000.0,500.0,5000.0,0.0,10.0,5600.0,0.273,-5000.0,17543.86,5000.0,0.0,0.285,4789.474,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,3.0,-5000.0,1694.915,5000.0,0.0,2.95,5084.746
2020-02-06,19.066,0.0,0.0,0.0,0.0,,0.0,0.63,-10000.0,9433.963,5000.0,-1241.1,0.53,5943.397,9.485,0.0,0.0,0.0,0.0,,0.0,1.56,-10000.0,3333.333,5000.0,-562.02,1.5,5200.0,0.238,-5000.0,2777777.825,5000.0,0.0,0.002,661111.138,1.0,-5000.0,14285.715,5000.0,0.0,0.35,14285.715,0.012,-5000.0,450044.992,5000.0,0.0,0.011,5346.535,0.4,-5000.0,12500.0,5000.0,0.0,0.4,5000.0,0.495,0.0,0.0,0.0,0.0,,0.0,6.81,-10000.0,756.214,5000.0,-399.873,6.612,5149.786,3.74,-5000.0,1923.077,5000.0,0.0,2.6,7192.308,11.2,-5000.0,500.0,5000.0,0.0,10.0,5600.0,0.273,-5000.0,17543.86,5000.0,0.0,0.285,4789.474,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.97,-5000.0,1694.915,5000.0,0.0,2.95,5033.898
2020-02-07,18.63,0.0,0.0,0.0,0.0,,0.0,0.58,-10000.0,9433.963,5000.0,-1241.1,0.53,5470.755,9.494,0.0,0.0,0.0,0.0,,0.0,1.53,-10000.0,3333.333,5000.0,-562.02,1.5,5100.0,0.24,-5000.0,2777777.825,5000.0,0.0,0.002,666666.663,0.595,-5000.0,14285.715,5000.0,0.0,0.35,8500.001,0.012,-10000.0,423728.798,5000.0,310.53,0.012,5000.0,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6248.75,0.508,0.0,0.0,0.0,0.0,,0.0,6.612,-10000.0,756.214,5000.0,-399.873,6.612,5000.0,3.87,-5000.0,1923.077,5000.0,0.0,2.6,7442.308,11.2,-5000.0,500.0,5000.0,0.0,10.0,5600.0,0.25,-5000.0,17543.86,5000.0,0.0,0.285,4385.965,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.97,-5000.0,1694.915,5000.0,0.0,2.95,5033.898
2020-02-10,18.854,0.0,0.0,0.0,0.0,,0.0,0.575,-10000.0,9433.963,5000.0,-1241.1,0.53,5424.528,9.475,0.0,0.0,0.0,0.0,,0.0,1.54,-10000.0,3333.333,5000.0,-562.02,1.5,5133.333,0.25,-5000.0,2777777.825,5000.0,0.0,0.002,694444.456,0.595,-5000.0,14285.715,5000.0,0.0,0.35,8500.001,0.011,-10000.0,423728.798,5000.0,310.53,0.012,4661.017,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6248.75,0.509,0.0,0.0,0.0,0.0,,0.0,6.612,-10000.0,756.214,5000.0,-399.873,6.612,5000.0,4.23,-5000.0,1923.077,5000.0,0.0,2.6,8134.616,11.2,-10000.0,446.429,5000.0,600.0,11.2,5000.0,0.193,-5000.0,17543.86,5000.0,0.0,0.285,3390.351,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.97,-5000.0,1694.915,5000.0,0.0,2.95,5033.898
2020-02-11,19.34,0.0,0.0,0.0,0.0,,0.0,0.577,-10000.0,9433.963,5000.0,-1241.1,0.53,5438.774,9.504,0.0,0.0,0.0,0.0,,0.0,1.485,-10000.0,3333.333,5000.0,-562.02,1.5,4951.333,0.25,-5000.0,2777777.825,5000.0,0.0,0.002,694444.456,0.595,-5000.0,14285.715,5000.0,0.0,0.35,8500.001,0.012,-10000.0,423728.798,5000.0,310.53,0.012,4894.068,0.49,-5000.0,12500.0,5000.0,0.0,0.4,6125.0,0.51,0.0,0.0,0.0,0.0,,0.0,6.423,-10000.0,756.214,5000.0,-399.873,6.612,4857.347,4.15,-5000.0,1923.077,5000.0,0.0,2.6,7980.77,11.3,-10000.0,446.429,5000.0,600.0,11.2,5044.643,0.193,-5000.0,17543.86,5000.0,0.0,0.285,3390.351,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.85,-5000.0,1694.915,5000.0,0.0,2.95,4830.508
2020-02-12,19.634,0.0,0.0,0.0,0.0,,0.0,0.6,-10000.0,9433.963,5000.0,-1241.1,0.53,5660.378,9.494,0.0,0.0,0.0,0.0,,0.0,1.5,-10000.0,3333.333,5000.0,-562.02,1.5,5000.0,0.248,-5000.0,2777777.825,5000.0,0.0,0.002,688888.889,0.595,-5000.0,14285.715,5000.0,0.0,0.35,8500.001,0.01,-10000.0,423728.798,5000.0,310.53,0.012,4237.288,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6250.0,0.505,0.0,0.0,0.0,0.0,,0.0,6.386,-10000.0,756.214,5000.0,-399.873,6.612,4828.816,4.07,-5000.0,1923.077,5000.0,0.0,2.6,7826.924,11.5,-10000.0,446.429,5000.0,600.0,11.2,5133.884,0.193,-5000.0,17543.86,5000.0,0.0,0.285,3390.351,0.004,-5000.0,1249999.941,5000.0,0.0,0.004,5000.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.85,-5000.0,1694.915,5000.0,0.0,2.95,4830.508
2020-02-13,19.445,0.0,0.0,0.0,0.0,,0.0,0.59,-10000.0,9433.963,5000.0,-1241.1,0.53,5570.755,9.506,0.0,0.0,0.0,0.0,,0.0,1.49,-10000.0,3333.333,5000.0,-562.02,1.5,4966.667,0.25,-5000.0,2777777.825,5000.0,0.0,0.002,694444.456,0.595,-5000.0,14285.715,5000.0,0.0,0.35,8500.001,0.008,-10000.0,423728.798,5000.0,310.53,0.012,3432.203,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6250.0,0.55,0.0,0.0,0.0,0.0,,0.0,6.235,-10000.0,756.214,5000.0,-399.873,6.612,4714.693,4.16,-5000.0,1923.077,5000.0,0.0,2.6,8000.0,11.5,-10000.0,446.429,5000.0,600.0,11.2,5133.884,0.2,-5000.0,17543.86,5000.0,0.0,0.285,3508.772,0.001,-5000.0,1249999.941,5000.0,0.0,0.004,1250.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.89,-5000.0,1694.915,5000.0,0.0,2.95,4898.305
2020-02-14,19.468,0.0,0.0,0.0,0.0,,0.0,0.585,-10000.0,9433.963,5000.0,-1241.1,0.53,5517.925,9.506,0.0,0.0,0.0,0.0,,0.0,1.54,-10000.0,3333.333,5000.0,-562.02,1.5,5134.333,0.25,-5000.0,2777777.825,5000.0,0.0,0.002,694444.456,0.595,-5000.0,14285.715,5000.0,0.0,0.35,8500.001,0.008,-10000.0,423728.798,5000.0,310.53,0.012,3432.203,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6250.0,0.569,0.0,0.0,0.0,0.0,,0.0,6.084,-10000.0,756.214,5000.0,-399.873,6.612,4600.571,4.17,-5000.0,1923.077,5000.0,0.0,2.6,8019.231,11.5,-10000.0,446.429,5000.0,600.0,11.2,5133.884,0.2,-5000.0,17543.86,5000.0,0.0,0.285,3508.772,0.003,-5000.0,1249999.941,5000.0,0.0,0.004,3750.0,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,3.0,-5000.0,1694.915,5000.0,0.0,2.95,5084.746
2020-02-18,19.553,0.0,0.0,0.0,0.0,,0.0,0.68,-10000.0,9433.963,5000.0,-1241.1,0.53,6416.038,9.496,0.0,0.0,0.0,0.0,,0.0,1.585,-10000.0,3333.333,5000.0,-562.02,1.5,5283.333,0.23,-5000.0,2777777.825,5000.0,0.0,0.002,638888.911,0.72,-5000.0,14285.715,5000.0,0.0,0.35,10285.715,0.008,-10000.0,423728.798,5000.0,310.53,0.012,3305.085,0.5,-5000.0,12500.0,5000.0,0.0,0.4,6250.0,0.54,0.0,0.0,0.0,0.0,,0.0,6.178,-10000.0,756.214,5000.0,-399.873,6.612,4671.897,4.04,-10000.0,1237.624,5000.0,2769.12,4.04,5000.0,11.5,-10000.0,446.429,5000.0,600.0,11.2,5133.884,0.2,-5000.0,17543.86,5000.0,0.0,0.285,3508.772,0.009,-5000.0,1249999.941,5000.0,0.0,0.004,11249.999,1.0,-5000.0,5000.0,5000.0,0.0,1.0,5000.0,2.6,-10000.0,1923.077,5000.0,-592.9,2.6,5000.0
